energy#1, (U= 1500.000 cm^-1)
state= 1
j12= 0
m12= 0
L_ORB  B_IMPACT(a.u.)     DEFLCT_ANGLE(rad)    SCAT_PHASE(rad)       FINISH_TIME(a.u.)    ENERGY_ERROR(%)      NORM_ERROR(%)    LOOPS   OSCIL
 416   0.27767536E+02     -0.60049531E-03       0.15415044E-01        0.21059288E+06      0.99080979E-09      0.86597396E-12       0       0
 418   0.27901034E+02     -0.58306794E-03       0.14231481E-01        0.21050344E+06      0.43104344E-09      0.44408921E-12       0       0
 420   0.28034532E+02     -0.56614410E-03       0.13082269E-01        0.21041400E+06      0.67257498E-09      0.75495166E-12       0       0
 422   0.28168030E+02     -0.54974204E-03       0.11966383E-01        0.21032455E+06      0.20320529E-09      0.11324275E-11       0       0
 424   0.28301528E+02     -0.53389779E-03       0.10882743E-01        0.21023511E+06      0.68559575E-09      0.75495166E-12       0       0
 426   0.28435025E+02     -0.51867051E-03       0.98301744E-02        0.21014567E+06      0.87160499E-10      0.47739590E-12       0       0
 428   0.28568523E+02     -0.50404434E-03       0.88074595E-02        0.21007859E+06      0.12717463E-09      0.69944051E-12       0       0
 430   0.28702021E+02     -0.48998606E-03       0.78134291E-02        0.20998914E+06      0.21778703E-09      0.95479180E-12       0       0
 432   0.28835519E+02     -0.47646244E-03       0.68469806E-02        0.20989970E+06      0.44401345E-09      0.48849813E-12       0       0
 434   0.28969016E+02     -0.46343986E-03       0.59070783E-02        0.20981026E+06      0.56752044E-09      0.44408921E-12       0       0
 436   0.29102514E+02     -0.45088369E-03       0.49927548E-02        0.20972082E+06      0.59856216E-09      0.78825835E-12       0       0
 438   0.29236012E+02     -0.43875736E-03       0.41031137E-02        0.20963137E+06      0.54397898E-09      0.39968029E-12       0       0
 440   0.29369510E+02     -0.42702022E-03       0.32373362E-02        0.20954193E+06      0.41330168E-09      0.48849813E-12       0       0
 442   0.29503007E+02     -0.41562045E-03       0.23946955E-02        0.20945249E+06      0.21568036E-09      0.14099832E-11       0       0
 444   0.29636505E+02     -0.40448214E-03       0.15745929E-02        0.20936304E+06      0.37475969E-10      0.88817842E-12       0       0
 446   0.29770003E+02     -0.39358667E-03       0.77652409E-03        0.20927360E+06      0.33918734E-09      0.41078252E-12       0       0
 448   0.29903501E+02     -0.38293742E-03       0.00000000E+00        0.20916180E+06      0.35417519E-09      0.10991208E-11       0       0
 
