R,a.u. V  0   0   0   0      V  0   0   2   2      V  0   0   4   4      V  1   0   0   1      V  1   0   2   1      V  1   0   2   3      V  1   0   4   3      V  1   0   4   5      V  1   0   6   7      V  2   0   0   2      V  2   0   2   0      V  2   0   2   2      V  2   0   2   4      V  2   0   4   6      V  2   2   0   2      V  2   2   2   0      V  2   2   2   1      V  2   2   2   2      V  2   2   2   3      V  2   2   2   4      V  2   2   4   6      V  2   2   6   8      V  3   0   0   3      V  3   0   2   1      V  3   0   2   3      V  3   0   2   5      V  3   0   4   7      V  3   2   0   3      V  3   2   2   1      V  3   2   2   3      V  3   2   2   4      V  3   2   2   5      V  3   2   4   7      V  3   2   6   9      V  4   0   0   4      V  4   0   2   4      V  4   0   2   6      V  4   0   4   8      V  4   2   0   4      V  4   2   2   2      V  4   2   2   4      V  4   2   2   6      V  4   2   4   8      V  4   4   0   4      V  4   4   2   2      V  4   4   2   4      V  4   4   2   5      V  4   4   2   6      V  4   4   4   8      V  5   0   0   5      V  5   0   2   7      V  5   2   0   5      V  5   2   2   7      V  5   4   0   5      V  5   4   2   5      V  5   4   2   7      V  5   4   4   9      V  6   0   0   6      V  6   0   2   8      V  6   0   4  10      V  6   2   0   6      V  6   2   2   8      V  6   2   4  10      V  6   4   0   6      V  6   4   2   8      V  6   4   4  10      V  6   6   0   6      V  6   6   2   8      V  6   6   4  10      V  7   0   0   7      V  7   0   2   9      V  7   2   0   7      V  7   2   2   9      V  7   2   4  11      V  7   4   0   7      V  7   4   2   9      V  7   6   0   7      V  7   6   2   9      V  7   6   4  11      V  8   6   0   8      V  8   6   2  10      V  9   4   2  11      V  9   6   2  11      
  3.00  0.290901925664E+06    0.345715766070E+05    0.436428700597E+04    0.111323969922E+06   -0.839901130619E+04    0.510033533331E+05   -0.216698567113E+04    0.728188099549E+04    0.108246809165E+04    0.337658452637E+04    0.767978599553E+03   -0.144016406074E+04   -0.237826491095E+04   -0.885290932940E+03    0.875168734240E+05    0.323039886587E+04   -0.937050958133E+03   -0.558982295970E+04   -0.145848760357E+04    0.603522656102E+05    0.863730073907E+04    0.106199314306E+04   -0.772070205125E+05   -0.200809616974E+04    0.509930673673E+04   -0.457158789290E+05   -0.110620909445E+05    0.107718318241E+06    0.284914830769E+04   -0.904754454452E+04   -0.595618748324E+03    0.624630437447E+05    0.148392407741E+05    0.275132849251E+04   -0.452055499279E+05    0.525828199541E+04   -0.406724492863E+05   -0.122876700461E+05    0.422871281722E+05    0.248354359501E+04   -0.576921670792E+04    0.380588178432E+05    0.112816832131E+05    0.328368444468E+05    0.219862301470E+04   -0.422435830850E+04    0.444610444995E+03    0.296510334971E+05    0.777654124498E+04   -0.600898139285E+04   -0.755339817346E+04   -0.781918490686E+03   -0.149985316205E+04    0.374983521661E+05   -0.559625463764E+04    0.419109940971E+05    0.129265071905E+05    0.126946663048E+05    0.155696101611E+05    0.689139088956E+04   -0.169410358450E+05   -0.222179799131E+05   -0.964186707318E+04    0.244964657802E+05    0.337699361560E+05    0.139170044616E+05    0.613102570996E+04    0.903630824354E+04    0.323107045182E+04    0.911846512071E+04    0.141023512540E+05   -0.906076741642E+04   -0.138881374196E+05   -0.573320261448E+04    0.656498397769E+04    0.928989828567E+04    0.814782916207E+04    0.136060909662E+05    0.600376001282E+04    0.664011036403E+04    0.125907018426E+05   -0.644005953669E+04    0.735053126590E+04   
  3.27  0.181485815502E+06    0.214885265647E+05    0.267992087894E+04    0.693860038404E+05   -0.517145733203E+04    0.317373348394E+05   -0.131507279473E+04    0.447344199214E+04    0.653621527945E+03    0.213449068746E+04    0.458144129847E+03   -0.864302198015E+03   -0.150315831677E+04   -0.543883733272E+03    0.543032946203E+05    0.200328042368E+04   -0.586189169051E+03   -0.343391231852E+04   -0.907699115936E+03    0.375030761911E+05    0.532240345075E+04    0.644722299156E+03   -0.479553403823E+05   -0.122893383026E+04    0.315477910340E+04   -0.282530909046E+05   -0.675785776583E+04    0.668838815762E+05    0.173744043047E+04   -0.555861202182E+04   -0.358903650324E+03    0.385734817168E+05    0.906038519266E+04    0.165724399601E+04   -0.279268953261E+05    0.321753065399E+04   -0.250185786323E+05   -0.747534246428E+04    0.261122244945E+05    0.149933309308E+04   -0.352070238565E+04    0.233882303327E+05    0.685914961741E+04    0.202499245023E+05    0.133913612185E+04   -0.257988645425E+04    0.254242631586E+03    0.182563685831E+05    0.474902040374E+04   -0.368351279308E+04   -0.459659453004E+04   -0.490482870179E+03   -0.949716572267E+03    0.230264523272E+05   -0.340839880423E+04    0.256892665198E+05    0.785731911709E+04    0.777605235494E+04    0.952085899200E+04    0.417220098476E+04   -0.103651675618E+05   -0.135731728943E+05   -0.583985683590E+04    0.149824321771E+05    0.206002227401E+05    0.842113398122E+04    0.375844741653E+04    0.552474469037E+04    0.195681281445E+04    0.557258382799E+04    0.859436100076E+04   -0.553342884429E+04   -0.846265487810E+04   -0.346956136252E+04    0.400866318499E+04    0.565989222904E+04    0.497693715138E+04    0.828561940521E+04    0.362398053823E+04    0.404171758726E+04    0.763666565270E+04   -0.389207185974E+04    0.444297242958E+04   
  3.54  0.111543361740E+06    0.124220345071E+05    0.123325651850E+04    0.425746559594E+05   -0.255134509478E+04    0.193290057801E+05   -0.481520029613E+03    0.211895913398E+04    0.237547349046E+03    0.177210400912E+04    0.104849298678E+03   -0.269466513454E+03   -0.115000534682E+04   -0.255426623072E+03    0.299065595645E+05    0.113680317785E+04   -0.388896186086E+03   -0.161073756040E+04   -0.536318600893E+03    0.220834239544E+05    0.263002742373E+04    0.247569419381E+03   -0.273899031221E+05   -0.546749979736E+03    0.161565238753E+04   -0.148119175587E+05   -0.281098171714E+04    0.380345179926E+05    0.722591247695E+03   -0.258233640876E+04   -0.134287590056E+03    0.199433933718E+05    0.374517611040E+04    0.549039932505E+03   -0.143312666300E+05    0.137568131957E+04   -0.118633419662E+05   -0.288119734705E+04    0.133333434345E+05    0.536616518063E+03   -0.145489337726E+04    0.109315221580E+05    0.261645786300E+04    0.991765543639E+04    0.547627337188E+03   -0.106761870918E+04   -0.185667662868E+02    0.883800776453E+04    0.194729691683E+04   -0.166404082016E+04   -0.179407263841E+04   -0.230154345309E+03   -0.627378740410E+03    0.103676454215E+05   -0.135793915541E+04    0.113179669662E+05    0.293906406683E+04    0.327592752747E+04    0.397605333805E+04    0.145228344531E+04   -0.430910884274E+04   -0.557987653158E+04   -0.205243726892E+04    0.623114722903E+04    0.827545290573E+04    0.290642585282E+04    0.161865072920E+04    0.230875263615E+04    0.692799589293E+03    0.223665943353E+04    0.334563509714E+04   -0.219801685070E+04   -0.328238294991E+04   -0.117948202607E+04    0.159084456869E+04    0.218721725367E+04    0.199505285695E+04    0.320862330682E+04    0.120009411694E+04    0.151462289606E+04    0.274472922916E+04   -0.130772727875E+04    0.149853447075E+04   
  3.81  0.675069540211E+05    0.728838495774E+04    0.591101458643E+03    0.263955536419E+05   -0.136418422119E+04    0.125131966111E+05   -0.186230513437E+03    0.109438745518E+04    0.948296583157E+02    0.139627582642E+04    0.913485704482E+01   -0.976655488371E+02   -0.836290141336E+03   -0.131506501726E+03    0.164508666522E+05    0.670491269057E+03   -0.253725204115E+03   -0.811196556464E+03   -0.322474953915E+03    0.137565215841E+05    0.140096047984E+04    0.105063898739E+03   -0.160028643959E+05   -0.261526161522E+03    0.848009542149E+03   -0.831174110042E+04   -0.126313873587E+04    0.221755776167E+05    0.328479288335E+03   -0.127210244533E+04   -0.653332340492E+02    0.110595145824E+05    0.167765034997E+04    0.197378045299E+03   -0.770385565398E+04    0.618676441426E+03   -0.603633952680E+04   -0.119472036912E+04    0.715186693864E+04    0.210891112444E+03   -0.640731694494E+03    0.550374467508E+04    0.107808866983E+04    0.499598362472E+04    0.241970597332E+03   -0.465210879507E+03   -0.564836811095E+02    0.457785267856E+04    0.859038911848E+03   -0.814113971514E+03   -0.755571124992E+03   -0.779660565574E+02   -0.376268712176E+03    0.486221258615E+04   -0.570436622947E+03    0.533546561502E+04    0.117810494438E+04    0.142365809516E+04    0.177168502311E+04    0.543563587554E+03   -0.185967700573E+04   -0.244481831902E+04   -0.773166087041E+03    0.269698864148E+04    0.355089909728E+04    0.107231295519E+04    0.717296030707E+03    0.102402710386E+04    0.263923662189E+03    0.924250260702E+03    0.137871323855E+04   -0.900754448262E+03   -0.134527405074E+04   -0.426626253274E+03    0.650451470638E+03    0.891823616524E+03    0.821568567331E+03    0.131689975140E+04    0.425735535883E+03    0.584762913335E+03    0.104775546288E+04   -0.466477858088E+03    0.536641093507E+03   
  4.08  0.400316731259E+05    0.429763497966E+04    0.293764213625E+03    0.163691460816E+05   -0.776564968739E+03    0.853452889978E+04   -0.762381730449E+02    0.613532155874E+03    0.425862309905E+02    0.105314514206E+04   -0.133988418286E+02   -0.461189399849E+02   -0.603328698907E+03   -0.715299714947E+02    0.888364577453E+04    0.400290063582E+03   -0.164578908128E+03   -0.428137742918E+03   -0.195957707012E+03    0.898691837456E+04    0.796507219716E+03    0.500156896735E+02   -0.944371548175E+04   -0.130770039418E+03    0.456511937457E+03   -0.495279080288E+04   -0.613043562546E+03    0.130713815349E+05    0.158889587997E+03   -0.658250770087E+03   -0.373100032943E+02    0.652793932157E+04    0.814813118619E+03    0.804879491460E+02   -0.428812139325E+04    0.287186979160E+03   -0.328895506398E+04   -0.535927154655E+03    0.397754225689E+04    0.828119072182E+02   -0.294762579621E+03    0.297464490398E+04    0.483942809527E+03    0.254618389842E+04    0.109459372926E+03   -0.207324672744E+03   -0.442985039846E+02    0.252641521449E+04    0.407680893707E+03   -0.429491366924E+03   -0.349002728626E+03   -0.491436325925E+01   -0.218817351238E+03    0.234916703624E+04   -0.241557784512E+03    0.268788727126E+04    0.509337026854E+03    0.632914128570E+03    0.839759948958E+03    0.221214085794E+03   -0.827954750179E+03   -0.114110453127E+04   -0.315313381082E+03    0.120632915787E+04    0.162947165281E+04    0.429163442235E+03    0.324038856845E+03    0.482452391786E+03    0.108266223798E+03    0.390565098151E+03    0.599678485276E+03   -0.380054287842E+03   -0.582832428768E+03   -0.165559284109E+03    0.273176671044E+03    0.384490854186E+03    0.343833635433E+03    0.571000466805E+03    0.165040751235E+03    0.230798415244E+03    0.424980350344E+03   -0.178108555871E+03    0.206254535696E+03   
  4.35  0.230913696212E+05    0.250645434525E+04    0.153087859618E+03    0.100752349342E+05   -0.462604607653E+03    0.607514259296E+04   -0.330705817393E+02    0.368550033472E+03    0.196393974435E+02    0.759181654694E+03   -0.164005121981E+02   -0.271627794256E+02   -0.440066969852E+03   -0.401723516467E+02    0.462803097401E+04    0.240710319868E+03   -0.106158144655E+03   -0.234662312787E+03   -0.120072887491E+03    0.610195109796E+04    0.478024924116E+03    0.252631747860E+02   -0.557166852413E+04   -0.709376838358E+02    0.256505860896E+03   -0.310366281328E+04   -0.317337020200E+03    0.769640096165E+04    0.847435531309E+02   -0.359884520728E+03   -0.213072601547E+02    0.405948081822E+04    0.423339727299E+03    0.336962850359E+02   -0.243915122939E+04    0.138561162099E+03   -0.190552956975E+04   -0.254825281891E+03    0.226041201420E+04    0.289670579061E+02   -0.140824763070E+03    0.170963297860E+04    0.231621104837E+03    0.128600103191E+04    0.486944751238E+02   -0.929770222746E+02   -0.297800136370E+02    0.147446604483E+04    0.204855129732E+03   -0.240022809261E+03   -0.176409329019E+03    0.229889813119E+02   -0.128956588143E+03    0.115081557181E+04   -0.992294838068E+02    0.143849798583E+04    0.230906315823E+03    0.284151666609E+03    0.419609188038E+03    0.927861169225E+02   -0.375027909918E+03   -0.562859386174E+03   -0.132243496479E+03    0.548677555821E+03    0.792169317659E+03    0.176932974862E+03    0.147013257855E+03    0.241604247932E+03    0.446229396069E+02    0.166388866527E+03    0.272359137983E+03   -0.163279872470E+03   -0.264986143635E+03   -0.655397888008E+02    0.116251261720E+03    0.174317875006E+03    0.143382006612E+03    0.257718783795E+03    0.641395005868E+02    0.893231884382E+02    0.176474628389E+03   -0.682865386098E+02    0.803592101957E+02   
  4.62  0.128037277384E+05    0.142670071330E+04    0.852886660510E+02    0.610768764103E+04   -0.286184456444E+03    0.447113258767E+04   -0.169603216293E+02    0.236759887831E+03    0.974812648072E+01    0.523135743364E+03   -0.132976281145E+02   -0.201820886361E+02   -0.326089360068E+03   -0.238605771244E+02    0.226285947069E+04    0.146701821337E+03   -0.687181111126E+02   -0.135147940640E+03   -0.741680445881E+02    0.427367500750E+04    0.302391427332E+03    0.136560303257E+02   -0.325289522970E+04   -0.441351250800E+02    0.151175674793E+03   -0.203165563745E+04   -0.178577039493E+03    0.447961942988E+04    0.535850108110E+02   -0.210908517471E+03   -0.121602348059E+02    0.264122182495E+04    0.239917766536E+03    0.151890809017E+02   -0.140552752519E+04    0.729209224667E+02   -0.117108437470E+04   -0.133239783822E+03    0.130223181730E+04    0.110951541216E+02   -0.736469700794E+02    0.104322150939E+04    0.122388425450E+03    0.631926083589E+03    0.237725366023E+02   -0.447960661466E+02   -0.182633081346E+02    0.908360788085E+03    0.111464373997E+03   -0.141150521062E+03   -0.997665178861E+02    0.305542034525E+02   -0.778759675264E+02    0.571305210982E+03   -0.439818271246E+02    0.825351283076E+03    0.114036814125E+03    0.131091063327E+03    0.226493751671E+03    0.424371636243E+02   -0.176125130217E+03   -0.301520837739E+03   -0.602521040024E+02    0.258684497010E+03    0.420734581429E+03    0.793736694598E+02    0.673413613492E+02    0.132712327448E+03    0.196489266498E+02    0.740474411726E+02    0.134652455537E+03   -0.744323187686E+02   -0.131871867652E+03   -0.274093303147E+02    0.527332952637E+02    0.870428107291E+02    0.619012991645E+02    0.127859231858E+03    0.265531913532E+02    0.353003581730E+02    0.797565847357E+02   -0.276598813755E+02    0.338738840229E+02   
  4.89  0.667632838873E+04    0.782516798986E+03    0.493664567542E+02    0.361506439748E+04   -0.180848268263E+03    0.337404254373E+04   -0.103235759085E+02    0.159700352250E+03    0.566237512090E+01    0.341737924084E+03   -0.940487108018E+01   -0.167529873003E+02   -0.246002321479E+03   -0.150013312713E+02    0.977776210034E+03    0.899234458248E+02   -0.448612759106E+02   -0.806039827066E+02   -0.462964472463E+02    0.306556163205E+04    0.199626714894E+03    0.821216873252E+01   -0.185764274306E+04   -0.300251371733E+02    0.914852876087E+02   -0.137388708954E+04   -0.107787325612E+03    0.254609566695E+04    0.373919975000E+02   -0.129224769197E+03   -0.699455047917E+01    0.177601394181E+04    0.146053279209E+03    0.776875329830E+01   -0.809083504636E+03    0.413658263049E+02   -0.751216831889E+03   -0.760595834727E+02    0.750270021456E+03    0.625943930251E+01   -0.417646184936E+02    0.664906945456E+03    0.706229890571E+02    0.289419822424E+03    0.138168654459E+02   -0.238393501643E+02   -0.107868384628E+02    0.582341506236E+03    0.652122242309E+02   -0.855800512050E+02   -0.606271512922E+02    0.295748374009E+02   -0.486974034882E+02    0.282215127935E+03   -0.233251450918E+02    0.499468502526E+03    0.613314694445E+02    0.622274810755E+02    0.131224990214E+03    0.214443322655E+02   -0.855896317323E+02   -0.173887648319E+03   -0.302300757895E+02    0.126395271747E+03    0.241403475345E+03    0.389244265092E+02    0.303956762893E+02    0.787769960622E+02    0.939812693393E+01    0.364164235183E+02    0.734562330422E+02   -0.375928961986E+02   -0.725712898820E+02   -0.122256733731E+02    0.270746405885E+02    0.481244041685E+02    0.288878266248E+02    0.706167454516E+02    0.116194111841E+02    0.157662265159E+02    0.403055546776E+02   -0.121071048069E+02    0.155457827974E+02   
  5.16  0.311329996075E+04    0.403721397888E+03    0.285659223775E+02    0.207162271336E+04   -0.115604666501E+03    0.260921066849E+04   -0.716151054469E+01    0.111627710253E+03    0.418757942332E+01    0.207442049171E+03   -0.614937754735E+01   -0.144045034534E+02   -0.189203275833E+03   -0.986884496819E+01    0.309269871818E+03    0.544669777432E+02   -0.296687362856E+02   -0.485032064495E+02   -0.293621628767E+02    0.225603726500E+04    0.136432201411E+03    0.587465164896E+01   -0.103233721486E+04   -0.203841463106E+02    0.551682150465E+02   -0.953183122200E+03   -0.687906893675E+02    0.139915854275E+04    0.256381118624E+02   -0.797933508368E+02   -0.416550207637E+01    0.122484473069E+04    0.939593395780E+02    0.528194504393E+01   -0.458431434568E+03    0.240602350521E+02   -0.496617446358E+03   -0.469337746142E+02    0.426051384441E+03    0.466953718279E+01   -0.244173186545E+02    0.437078650069E+03    0.440436111630E+02    0.111673300253E+03    0.910713218043E+01   -0.134177845716E+02   -0.623054024901E+01    0.384192879540E+03    0.405689134632E+02   -0.528598735746E+02   -0.384918890292E+02    0.257402928494E+02   -0.311677737502E+02    0.134102977078E+03   -0.143381553193E+02    0.312990394935E+03    0.358571874645E+02    0.293824288909E+02    0.798939034367E+02    0.124896877533E+02   -0.419277365907E+02   -0.105542025956E+03   -0.173061110657E+02    0.628727366403E+02    0.146278176890E+03    0.214966424931E+02    0.125354488482E+02    0.488136929234E+02    0.506482218526E+01    0.199723286161E+02    0.440118062516E+02   -0.209549552954E+02   -0.437253444650E+02   -0.661765820935E+01    0.159880642629E+02    0.290837628134E+02    0.146379982281E+02    0.427757928713E+02    0.592303354593E+01    0.889456983411E+01    0.236148064341E+02   -0.664296968938E+01    0.841807414220E+01   
  5.43  0.110985348589E+04    0.186295585106E+03    0.157087241246E+02    0.113573908512E+04   -0.744406464043E+02    0.206545122190E+04   -0.513974475452E+01    0.800103000979E+02    0.329661283063E+01    0.112099056343E+03   -0.378792599306E+01   -0.123275721471E+02   -0.148429731559E+03   -0.671130573030E+01   -0.126512633496E+02    0.318838255276E+02   -0.200045637906E+02   -0.285622560966E+02   -0.190365023291E+02    0.170531033209E+04    0.957042342377E+02    0.452166850105E+01   -0.556324031939E+03   -0.125961064339E+02    0.321626570313E+02   -0.675679952199E+03   -0.453936418508E+02    0.733834521304E+03    0.156941379303E+02   -0.479585231838E+02   -0.249245894891E+01    0.862969554058E+03    0.623530234162E+02    0.411678713317E+01   -0.251052969930E+03    0.134188219926E+02   -0.335444090317E+03   -0.301655836450E+02    0.234110387968E+03    0.301757646260E+01   -0.137533917203E+02    0.293870897440E+03    0.285672586167E+02    0.224778400846E+02    0.582932547626E+01   -0.705636867534E+01   -0.358815725335E+01    0.259109939063E+03    0.260737402525E+02   -0.327882807241E+02   -0.250629887404E+02    0.211419891262E+02   -0.200535268812E+02    0.567969496263E+02   -0.855081561699E+01    0.200035195901E+03    0.217942407534E+02    0.123844271381E+02    0.495090118718E+02    0.803523650481E+01   -0.191073608054E+02   -0.652211589348E+02   -0.108021794204E+02    0.298581234802E+02    0.906583251305E+02    0.126614586057E+02    0.369459485440E+01    0.304642627055E+02    0.283826582058E+01    0.109999277991E+02    0.274520141685E+02   -0.116311609635E+02   -0.272737714275E+02   -0.416086174750E+01    0.981692798292E+01    0.182731143889E+02    0.721933737705E+01    0.268464056335E+02    0.342655944647E+01    0.559249282258E+01    0.151988095311E+02   -0.451815985435E+01    0.535872875815E+01   
