energy#1, (U= 300.000 cm^-1)
state= 1
j12= 0
m12= 0
L_ORB  B_IMPACT(a.u.)     DEFLCT_ANGLE(rad)    SCAT_PHASE(rad)       FINISH_TIME(a.u.)    ENERGY_ERROR(%)      NORM_ERROR(%)    LOOPS   OSCIL
  14   0.24505027E+01      0.18624316E+01      -0.17487810E+02        0.34959359E+05      0.65055515E-03      0.14987209E-06       0       0
  15   0.26255386E+01      0.17702346E+01      -0.15671477E+02        0.35086638E+05      0.75090082E-03      0.13252934E-06       0       0
  16   0.28005745E+01      0.16778476E+01      -0.13947436E+02        0.35213918E+05      0.82549236E-03      0.11616983E-06       0       0
  17   0.29756104E+01      0.15854762E+01      -0.12315774E+02        0.35351804E+05      0.85805490E-03      0.10077068E-06       0       0
  18   0.31506463E+01      0.14931538E+01      -0.10776459E+02        0.35489689E+05      0.84122329E-03      0.86208862E-07       0       0
  19   0.33256822E+01      0.14001629E+01      -0.93298009E+01        0.35638182E+05      0.78341245E-03      0.72327189E-07       0       0
  20   0.35007181E+01      0.13059783E+01      -0.79767303E+01        0.35807887E+05      0.69245652E-03      0.59327077E-07       0       0
  21   0.36757540E+01      0.12104308E+01      -0.67185258E+01        0.35988200E+05      0.57696632E-03      0.47470561E-07       0       0
  22   0.38507899E+01      0.11134558E+01      -0.55565825E+01        0.36200332E+05      0.44810945E-03      0.37006309E-07       0       0
  23   0.40258258E+01      0.10154877E+01      -0.44921107E+01        0.36423070E+05      0.31621344E-03      0.28124725E-07       0       0
  24   0.42008617E+01      0.91721965E+00      -0.35257570E+01        0.36656416E+05      0.19705727E-03      0.20820501E-07       0       0
  25   0.43758976E+01      0.81910339E+00      -0.26575955E+01        0.36910974E+05      0.19692380E-03      0.14960611E-07       0       0
  26   0.45509335E+01      0.72110552E+00      -0.18874910E+01        0.37176139E+05      0.20441130E-03      0.10355872E-07       0       0
  27   0.47259694E+01      0.62321230E+00      -0.12153321E+01        0.37451911E+05      0.19648937E-03      0.68586692E-08       0       0
  28   0.49010053E+01      0.52629912E+00      -0.64057642E+00        0.37748896E+05      0.26260541E-03      0.43226978E-08       0       0
  29   0.50760412E+01      0.43159249E+00      -0.16163062E+00        0.38045880E+05      0.37948034E-03      0.25766278E-08       0       0
  30   0.52510771E+01      0.34056987E+00       0.22445056E+00        0.38353472E+05      0.47706774E-03      0.14396040E-08       0       0
  31   0.54261130E+01      0.25470020E+00       0.52208559E+00        0.38650457E+05      0.52778560E-03      0.74404927E-09       0       0
  32   0.56011489E+01      0.17603104E+00       0.73745121E+00        0.38936835E+05      0.51866723E-03      0.35316194E-09       0       0
  33   0.57761849E+01      0.10677482E+00       0.87885414E+00        0.39191393E+05      0.45619686E-03      0.15258905E-09       0       0
  34   0.59512208E+01      0.48712634E-01       0.95659786E+00        0.39403525E+05      0.36206523E-03      0.60862426E-10       0       0
  35   0.61262567E+01      0.29692844E-02       0.98243882E+00        0.39552018E+05      0.26189752E-03      0.25579538E-10       0       0
  36   0.63012926E+01     -0.30406825E-01       0.96872005E+00        0.39647477E+05      0.17484613E-03      0.15343282E-10       0       0
  37   0.64763285E+01     -0.52485021E-01       0.92727413E+00        0.39679297E+05      0.10940204E-03      0.13034018E-10       0       0
  38   0.66513644E+01     -0.65170326E-01       0.86844646E+00        0.39658084E+05      0.65292390E-04      0.12367884E-10       0       0
  39   0.68264003E+01     -0.70717850E-01       0.80050237E+00        0.39583838E+05      0.37913541E-04      0.11568524E-10       0       0
  40   0.70014362E+01     -0.71288922E-01       0.72949898E+00        0.39477772E+05      0.21915393E-04      0.10413892E-10       0       0
  41   0.71764721E+01     -0.68683548E-01       0.65951275E+00        0.39339886E+05      0.12958344E-04      0.94146912E-11       0       0
  42   0.73515080E+01     -0.64255106E-01       0.59304342E+00        0.39191393E+05      0.80840926E-05      0.79491969E-11       0       0
  43   0.75265439E+01     -0.58941639E-01       0.53144505E+00        0.39021688E+05      0.54763886E-05      0.57731597E-11       0       0
  44   0.77015798E+01     -0.53354921E-01       0.47529677E+00        0.38841375E+05      0.40919800E-05      0.45741189E-11       0       0
  45   0.78766157E+01     -0.47869439E-01       0.42468459E+00        0.38661063E+05      0.65405288E-05      0.38857806E-11       0       0
  46   0.80516516E+01     -0.42696959E-01       0.37940139E+00        0.38470144E+05      0.29626303E-05      0.23980817E-11       0       0
  47   0.82266875E+01     -0.37943005E-01       0.33908141E+00        0.38279226E+05      0.27476056E-05      0.19317881E-11       0       0
  48   0.84017234E+01     -0.33646473E-01       0.30328667E+00        0.38088307E+05      0.42880910E-05      0.15321078E-11       0       0
  49   0.85767593E+01     -0.29806419E-01       0.27156022E+00        0.37897388E+05      0.25551824E-05      0.15099033E-11       0       0
  50   0.87517952E+01     -0.26399693E-01       0.24345717E+00        0.37695863E+05      0.73048033E-05      0.12212453E-11       0       0
  51   0.89268311E+01     -0.23392011E-01       0.21856131E+00        0.37494337E+05      0.67444194E-05      0.82156504E-12       0       0
  52   0.91018670E+01     -0.20744563E-01       0.19649303E+00        0.37292812E+05      0.24561163E-05      0.79936058E-12       0       0
  53   0.92769029E+01     -0.18418009E-01       0.17691174E+00        0.37080680E+05      0.24876328E-05      0.28865799E-12       0       0
  54   0.94519389E+01     -0.16374882E-01       0.15951530E+00        0.36879154E+05      0.41853964E-05      0.53290705E-12       0       0
  55   0.96269748E+01     -0.14580429E-01       0.14403764E+00        0.36656416E+05      0.24047369E-05      0.42188475E-12       0       0
  56   0.98020107E+01     -0.13003579E-01       0.13024564E+00        0.36444284E+05      0.69192402E-05      0.59952043E-12       0       0
  57   0.99770466E+01     -0.11616554E-01       0.11793557E+00        0.36221545E+05      0.37864424E-05      0.64392935E-12       0       0
  58   0.10152082E+02     -0.10395036E-01       0.10692977E+00        0.35998806E+05      0.59623378E-05      0.53290705E-12       0       0
  59   0.10327118E+02     -0.93177447E-02       0.97073384E-01        0.35776068E+05      0.42328231E-05      0.48849813E-12       0       0
  60   0.10502154E+02     -0.83661316E-02       0.88231446E-01        0.35542722E+05      0.35871881E-05      0.55511151E-12       0       0
  61   0.10677190E+02     -0.75241459E-02       0.80286307E-01        0.35298771E+05      0.42502875E-05      0.66613381E-12       0       0
  62   0.10852226E+02     -0.67779324E-02       0.73135268E-01        0.35054819E+05      0.22990249E-05      0.52180482E-12       0       0
  63   0.11027262E+02     -0.61154659E-02       0.66688569E-01        0.34810867E+05      0.57690901E-05      0.17763568E-12       0       0
  64   0.11202298E+02     -0.55263056E-02       0.60867683E-01        0.34556308E+05      0.25408237E-05      0.19984014E-12       0       0
  65   0.11377334E+02     -0.50014952E-02       0.55603782E-01        0.34301750E+05      0.60331463E-05      0.33306691E-12       0       0
  66   0.11552370E+02     -0.45331828E-02       0.50836443E-01        0.34036585E+05      0.29135494E-05      0.53290705E-12       0       0
  67   0.11727406E+02     -0.41146406E-02       0.46512532E-01        0.33771420E+05      0.22156412E-05      0.45519144E-12       0       0
  68   0.11902442E+02     -0.37399299E-02       0.42585246E-01        0.33495648E+05      0.47188116E-05      0.22204460E-12       0       0
  69   0.12077477E+02     -0.34039708E-02       0.39013296E-01        0.33219877E+05      0.21796162E-05      0.32196468E-12       0       0
  70   0.12252513E+02     -0.31022395E-02       0.35760191E-01        0.32933498E+05      0.21610048E-05      0.34416914E-12       0       0
  71   0.12427549E+02     -0.28308256E-02       0.32793658E-01        0.32636513E+05      0.41730149E-05      0.44408921E-12       0       0
  72   0.12602585E+02     -0.25863630E-02       0.30085064E-01        0.32339529E+05      0.21224188E-05      0.39968029E-12       0       0
  73   0.12777621E+02     -0.23658042E-02       0.27608980E-01        0.32031937E+05      0.44603591E-05      0.39968029E-12       0       0
  74   0.12952657E+02     -0.21665711E-02       0.25342793E-01        0.31724346E+05      0.21947641E-05      0.24424907E-12       0       0
  75   0.13127693E+02     -0.19862422E-02       0.23266386E-01        0.31395541E+05      0.20611353E-05      0.33306691E-12       0       0
  76   0.13302729E+02     -0.18229410E-02       0.21361795E-01        0.31077343E+05      0.25701961E-05      0.39968029E-12       0       0
  77   0.13477765E+02     -0.16747051E-02       0.19612971E-01        0.30737932E+05      0.56774370E-05      0.18873791E-12       0       0
  78   0.13652801E+02     -0.15400553E-02       0.18005591E-01        0.30398521E+05      0.19953433E-05      0.79936058E-12       0       0
  79   0.13827836E+02     -0.14175293E-02       0.16526799E-01        0.30048503E+05      0.31196245E-05      0.47739590E-12       0       0
  80   0.14002872E+02     -0.13058814E-02       0.15165094E-01        0.29687878E+05      0.22054777E-05      0.66613381E-12       0       0
  81   0.14177908E+02     -0.12040067E-02       0.13910149E-01        0.29316647E+05      0.19246259E-05      0.35527137E-12       0       0
  82   0.14352944E+02     -0.11109240E-02       0.12752684E-01        0.28934809E+05      0.28252158E-05      0.57731597E-12       0       0
  83   0.14527980E+02     -0.10258203E-02       0.11684312E-01        0.28552972E+05      0.18744692E-05      0.59952043E-12       0       0
  84   0.14703016E+02     -0.94779871E-03       0.10697502E-01        0.28149921E+05      0.29131080E-05      0.28865799E-12       0       0
  85   0.14878052E+02     -0.87628719E-03       0.97854595E-02        0.27746870E+05      0.18216459E-05      0.46629367E-12       0       0
  86   0.15053088E+02     -0.81054457E-03       0.89420437E-02        0.27322606E+05      0.23495834E-05      0.34416914E-12       0       0
  87   0.15228124E+02     -0.75014187E-03       0.81617004E-02        0.26898342E+05      0.17659472E-05      0.18873791E-12       0       0
  88   0.15403160E+02     -0.69445923E-03       0.74393999E-02        0.26452865E+05      0.51023643E-05      0.43298698E-12       0       0
  89   0.15578196E+02     -0.64311660E-03       0.67706120E-02        0.25996781E+05      0.38903479E-05      0.26645353E-12       0       0
  90   0.15753231E+02     -0.59571742E-03       0.61511950E-02        0.25530090E+05      0.16763561E-05      0.24424907E-12       0       0
  91   0.15928267E+02     -0.55190591E-03       0.55773833E-02        0.25052793E+05      0.31998084E-05      0.38857806E-12       0       0
  92   0.16103303E+02     -0.51129591E-03       0.50457824E-02        0.24554283E+05      0.18786663E-05      0.28865799E-12       0       0
  93   0.16278339E+02     -0.47359814E-03       0.45533354E-02        0.24034559E+05      0.20905811E-05      0.27755576E-12       0       0
  94   0.16453375E+02     -0.43862033E-03       0.40972261E-02        0.23504229E+05      0.15590941E-05      0.46629367E-12       0       0
  95   0.16628411E+02     -0.40613014E-03       0.36748509E-02        0.22963293E+05      0.15076703E-05      0.29976022E-12       0       0
  96   0.16803447E+02     -0.37577936E-03       0.32838962E-02        0.22390536E+05      0.24919910E-05      0.48849813E-12       0       0
  97   0.16978483E+02     -0.34751607E-03       0.29222484E-02        0.21807173E+05      0.14318340E-05      0.18873791E-12       0       0
  98   0.17153519E+02     -0.32102914E-03       0.25879758E-02        0.21191990E+05      0.23365490E-05      0.19984014E-12       0       0
  99   0.17328555E+02     -0.29623375E-03       0.22793444E-02        0.20555594E+05      0.13500401E-05      0.49960036E-12       0       0
 100   0.17503590E+02     -0.27299110E-03       0.19947320E-02        0.19897985E+05      0.13065593E-05      0.46629367E-12       0       0
 101   0.17678626E+02     -0.25110342E-03       0.17326847E-02        0.19208556E+05      0.12611238E-05      0.22204460E-12       0       0
 102   0.17853662E+02     -0.23038320E-03       0.14919414E-02        0.18476700E+05      0.12135149E-05      0.24424907E-12       0       0
 103   0.18028698E+02     -0.21080145E-03       0.12713491E-02        0.17713025E+05      0.11634633E-05      0.33306691E-12       0       0
 104   0.18203734E+02     -0.19226833E-03       0.10698142E-02        0.16917530E+05      0.12178975E-05      0.22204460E-12       0       0
 105   0.18378770E+02     -0.17447728E-03       0.88644137E-03        0.16058395E+05      0.16136641E-05      0.33306691E-12       0       0
 106   0.18553806E+02     -0.15743134E-03       0.72048707E-03        0.15146227E+05      0.99489063E-06      0.31086245E-12       0       0
 107   0.18728842E+02     -0.14099319E-03       0.57127480E-03        0.14170420E+05      0.93070621E-06      0.22204460E-12       0       0
 108   0.18903878E+02     -0.12495756E-03       0.43829942E-03        0.13109760E+05      0.86108526E-06      0.27755576E-12       0       0
 109   0.19078914E+02     -0.10920691E-03       0.32121719E-03        0.11953640E+05      0.10401747E-05      0.17763568E-12       0       0
 110   0.19253950E+02     -0.93327269E-04       0.21995010E-03        0.10649028E+05      0.69893568E-06      0.14432899E-12       0       0
 111   0.19428985E+02     -0.76900685E-04       0.13483612E-03        0.91428907E+04      0.16804523E-05      0.17763568E-12       0       0
 112   0.19604021E+02     -0.59150992E-04       0.66810283E-04        0.73185552E+04      0.76495045E-06      0.18873791E-12       0       0
 113   0.19779057E+02     -0.37324193E-04       0.18572690E-04        0.48260038E+04      0.36003977E-06      0.19984014E-12       0       0
 114   0.19954093E+02      0.00000000E+00      -0.89406967E-07        0.96509469E+05      0.13345182E-11      0.00000000E+00       0       0
 115   0.20129129E+02      0.00000000E+00      -0.89406967E-07        0.96742814E+05      0.44417843E-12      0.00000000E+00       0       0
 116   0.20304165E+02      0.00000000E+00      -0.89406967E-07        0.96986766E+05      0.93991329E-12      0.00000000E+00       0       0
 117   0.20479201E+02      0.00000000E+00      -0.89406967E-07        0.97230718E+05      0.61471122E-12      0.00000000E+00       0       0
 118   0.20654237E+02      0.00000000E+00      -0.89406967E-07        0.97464063E+05      0.90422038E-12      0.00000000E+00       0       0
 119   0.20829273E+02      0.00000000E+00      -0.89406967E-07        0.97697408E+05      0.46004195E-12      0.00000000E+00       0       0
 120   0.21004309E+02      0.00000000E+00      -0.89406967E-07        0.97941360E+05      0.11778660E-11      0.00000000E+00       0       0
 121   0.21179344E+02      0.00000000E+00      -0.89406967E-07        0.98174705E+05      0.15704880E-11      0.00000000E+00       0       0
 122   0.21354380E+02      0.00000000E+00      -0.89406967E-07        0.98408051E+05      0.65833589E-12      0.00000000E+00       0       0
 123   0.21529416E+02      0.00000000E+00      -0.89406967E-07        0.98641396E+05      0.15704880E-11      0.00000000E+00       0       0
 124   0.21704452E+02      0.00000000E+00      -0.89406967E-07        0.98874741E+05      0.60281358E-12      0.00000000E+00       0       0
 125   0.21879488E+02      0.00000000E+00      -0.89406967E-07        0.99108086E+05      0.68609704E-12      0.00000000E+00       0       0
 126   0.22054524E+02      0.14901161E-07      -0.81956387E-07        0.99341432E+05      0.50763249E-12      0.00000000E+00       0       0
 127   0.22229560E+02      0.00000000E+00      -0.74505806E-07        0.99574777E+05      0.11421731E-11      0.00000000E+00       0       0
 128   0.22404596E+02      0.00000000E+00      -0.74505806E-07        0.99808122E+05      0.11263096E-11      0.00000000E+00       0       0
 129   0.22579632E+02      0.00000000E+00      -0.74505806E-07        0.10004147E+06      0.53935952E-12      0.00000000E+00       0       0
 130   0.22754668E+02      0.00000000E+00      -0.74505806E-07        0.10027481E+06      0.17449867E-11      0.00000000E+00       0       0
 131   0.22929704E+02      0.14901161E-07      -0.67055225E-07        0.10050816E+06      0.86456159E-12      0.00000000E+00       0       0
 132   0.23104739E+02      0.00000000E+00      -0.59604645E-07        0.10073090E+06      0.98750383E-12      0.00000000E+00       0       0
 133   0.23279775E+02      0.14901161E-07      -0.52154064E-07        0.10096424E+06      0.10390603E-11      0.00000000E+00       0       0
 134   0.23454811E+02     -0.14901161E-07      -0.52154064E-07        0.10119759E+06      0.72972171E-12      0.00000000E+00       0       0
 135   0.23629847E+02      0.00000000E+00      -0.59604645E-07        0.10142033E+06      0.92008389E-12      0.00000000E+00       0       0
 136   0.23804883E+02      0.00000000E+00      -0.59604645E-07        0.10165367E+06      0.16854985E-11      0.00000000E+00       0       0
 137   0.23979919E+02      0.00000000E+00      -0.59604645E-07        0.10187641E+06      0.46004195E-12      0.00000000E+00       0       0
 138   0.24154955E+02     -0.14901161E-07      -0.67055225E-07        0.10210975E+06      0.85662983E-12      0.00000000E+00       0       0
 139   0.24329991E+02      0.00000000E+00      -0.74505806E-07        0.10233249E+06      0.15228975E-11      0.00000000E+00       0       0
 140   0.24505027E+02      0.00000000E+00      -0.74505806E-07        0.10255523E+06      0.11739001E-11      0.00000000E+00       0       0
 141   0.24680063E+02      0.00000000E+00      -0.74505806E-07        0.10278858E+06      0.53935952E-12      0.00000000E+00       0       0
 142   0.24855098E+02      0.00000000E+00      -0.74505806E-07        0.10301132E+06      0.87249335E-12      0.00000000E+00       0       0
 143   0.25030134E+02      0.00000000E+00      -0.74505806E-07        0.10323405E+06      0.50763249E-12      0.00000000E+00       0       0
 144   0.25205170E+02      0.00000000E+00      -0.74505806E-07        0.10345679E+06      0.67419940E-12      0.00000000E+00       0       0
 145   0.25380206E+02      0.00000000E+00      -0.74505806E-07        0.10367953E+06      0.10073332E-11      0.00000000E+00       0       0
 146   0.25555242E+02      0.00000000E+00      -0.74505806E-07        0.10390227E+06      0.79317577E-12      0.00000000E+00       0       0
 147   0.25730278E+02      0.00000000E+00      -0.74505806E-07        0.10412501E+06      0.12294224E-11      0.00000000E+00       0       0
 148   0.25905314E+02      0.14901161E-07      -0.67055225E-07        0.10434775E+06      0.86456159E-12      0.00000000E+00       0       0
 149   0.26080350E+02      0.00000000E+00      -0.59604645E-07        0.10457049E+06      0.68213116E-12      0.00000000E+00       0       0
 150   0.26255386E+02      0.00000000E+00      -0.59604645E-07        0.10479322E+06      0.79317577E-12      0.00000000E+00       0       0
 151   0.26430422E+02      0.00000000E+00      -0.59604645E-07        0.10501596E+06      0.13920235E-11      0.00000000E+00       0       0
 152   0.26605458E+02      0.00000000E+00      -0.59604645E-07        0.10523870E+06      0.90422038E-12      0.00000000E+00       0       0
 153   0.26780493E+02      0.14901161E-07      -0.52154064E-07        0.10545083E+06      0.15228975E-11      0.00000000E+00       0       0
 154   0.26955529E+02      0.00000000E+00      -0.44703484E-07        0.10567357E+06      0.10231967E-11      0.00000000E+00       0       0
 155   0.27130565E+02      0.00000000E+00      -0.44703484E-07        0.10589631E+06      0.69006292E-12      0.00000000E+00       0       0
 156   0.27305601E+02      0.00000000E+00      -0.44703484E-07        0.10610844E+06      0.72972171E-12      0.00000000E+00       0       0
 157   0.27480637E+02      0.00000000E+00      -0.44703484E-07        0.10633118E+06      0.44417843E-12      0.00000000E+00       0       0
 158   0.27655673E+02      0.00000000E+00      -0.44703484E-07        0.10654331E+06      0.67023352E-12      0.00000000E+00       0       0
 159   0.27830709E+02      0.00000000E+00      -0.44703484E-07        0.10676605E+06      0.16617032E-11      0.00000000E+00       0       0
 160   0.28005745E+02      0.00000000E+00      -0.44703484E-07        0.10697818E+06      0.69799468E-12      0.00000000E+00       0       0
 161   0.28180781E+02      0.00000000E+00      -0.44703484E-07        0.10720092E+06      0.12611495E-11      0.00000000E+00       0       0
 162   0.28355817E+02      0.00000000E+00      -0.44703484E-07        0.10741306E+06      0.12413201E-11      0.00000000E+00       0       0
 163   0.28530852E+02      0.14901161E-07      -0.37252903E-07        0.10762519E+06      0.69799468E-12      0.00000000E+00       0       0
 164   0.28705888E+02      0.00000000E+00      -0.29802322E-07        0.10783732E+06      0.10192309E-11      0.00000000E+00       0       0
 165   0.28880924E+02      0.00000000E+00      -0.29802322E-07        0.10806006E+06      0.16696350E-11      0.00000000E+00       0       0
 166   0.29055960E+02     -0.14901161E-07      -0.37252903E-07        0.10827219E+06      0.56315480E-12      0.00000000E+00       0       0
 167   0.29230996E+02      0.00000000E+00      -0.44703484E-07        0.10848432E+06      0.89628862E-12      0.00000000E+00       0       0
 168   0.29406032E+02      0.00000000E+00      -0.44703484E-07        0.10869645E+06      0.47590546E-12      0.00000000E+00       0       0
 169   0.29581068E+02      0.00000000E+00      -0.44703484E-07        0.10890859E+06      0.57108655E-12      0.00000000E+00       0       0
 170   0.29756104E+02      0.00000000E+00      -0.44703484E-07        0.10912072E+06      0.95181092E-12      0.00000000E+00       0       0
 171   0.29931140E+02      0.00000000E+00      -0.44703484E-07        0.10933285E+06      0.12373542E-11      0.00000000E+00       0       0
 172   0.30106176E+02     -0.14901161E-07      -0.52154064E-07        0.10954498E+06      0.55522304E-12      0.00000000E+00       0       0
 173   0.30281212E+02      0.14901161E-07      -0.52154064E-07        0.10975711E+06      0.10311285E-11      0.00000000E+00       0       0
 174   0.30456247E+02      0.00000000E+00      -0.44703484E-07        0.10996925E+06      0.13325353E-11      0.00000000E+00       0       0
 175   0.30631283E+02      0.00000000E+00      -0.44703484E-07        0.11018138E+06      0.19670759E-11      0.00000000E+00       0       0
 176   0.30806319E+02      0.00000000E+00      -0.44703484E-07        0.11039351E+06      0.10311285E-11      0.00000000E+00       0       0
 177   0.30981355E+02      0.00000000E+00      -0.44703484E-07        0.11059504E+06      0.87249335E-12      0.00000000E+00       0       0
 178   0.31156391E+02      0.00000000E+00      -0.44703484E-07        0.11080717E+06      0.15308292E-11      0.00000000E+00       0       0
 179   0.31331427E+02      0.14901161E-07      -0.37252903E-07        0.11101930E+06      0.69402880E-12      0.00000000E+00       0       0
 180   0.31506463E+02      0.00000000E+00      -0.29802322E-07        0.11122083E+06      0.99940147E-12      0.00000000E+00       0       0
 181   0.31681499E+02      0.00000000E+00      -0.29802322E-07        0.11143296E+06      0.10787190E-11      0.00000000E+00       0       0
 182   0.31856535E+02      0.00000000E+00      -0.29802322E-07        0.11164509E+06      0.12373542E-11      0.00000000E+00       0       0
 183   0.32031571E+02      0.00000000E+00      -0.29802322E-07        0.11184662E+06      0.12849447E-11      0.00000000E+00       0       0
 184   0.32206606E+02      0.00000000E+00      -0.29802322E-07        0.11205875E+06      0.65040413E-12      0.00000000E+00       0       0
 185   0.32381642E+02      0.00000000E+00      -0.29802322E-07        0.11226027E+06      0.82490280E-12      0.00000000E+00       0       0
 186   0.32556678E+02      0.00000000E+00      -0.29802322E-07        0.11247240E+06      0.14594434E-11      0.00000000E+00       0       0
 187   0.32731714E+02      0.00000000E+00      -0.29802322E-07        0.11267393E+06      0.52349601E-12      0.00000000E+00       0       0
 188   0.32906750E+02      0.14901161E-07      -0.22351742E-07        0.11287546E+06      0.63850649E-12      0.00000000E+00       0       0
 189   0.33081786E+02      0.14901161E-07      -0.74505806E-08        0.11308759E+06      0.71385819E-12      0.00000000E+00       0       0
 190   0.33256822E+02      0.00000000E+00       0.00000000E+00        0.11328911E+06      0.16022151E-11      0.00000000E+00       0       0
 191   0.33431858E+02      0.00000000E+00       0.00000000E+00        0.11349064E+06      0.78920989E-12      0.00000000E+00       0       0
 192   0.33606894E+02      0.00000000E+00       0.00000000E+00        0.11369216E+06      0.11421731E-11      0.00000000E+00       0       0
 193   0.33781930E+02      0.00000000E+00       0.00000000E+00        0.11390430E+06      0.13999552E-11      0.00000000E+00       0       0
 194   0.33956966E+02      0.00000000E+00       0.00000000E+00        0.11410582E+06      0.12135589E-11      0.00000000E+00       0       0
 195   0.34132001E+02      0.14901161E-07       0.74505806E-08        0.11430735E+06      0.60281358E-12      0.00000000E+00       0       0
 196   0.34307037E+02      0.00000000E+00       0.14901161E-07        0.11450887E+06      0.92008389E-12      0.00000000E+00       0       0
 197   0.34482073E+02     -0.14901161E-07       0.74505806E-08        0.11471040E+06      0.10192309E-11      0.00000000E+00       0       0
 198   0.34657109E+02      0.00000000E+00       0.00000000E+00        0.11491192E+06      0.18084408E-11      0.00000000E+00       0       0
 199   0.34832145E+02      0.00000000E+00       0.00000000E+00        0.11511345E+06      0.13959894E-11      0.00000000E+00       0       0
 200   0.35007181E+02      0.00000000E+00       0.00000000E+00        0.11531497E+06      0.10628555E-11      0.00000000E+00       0       0
 
energy#3, (U= 900.000 cm^-1)
state= 1
j12= 0
m12= 0
L_ORB  B_IMPACT(a.u.)     DEFLCT_ANGLE(rad)    SCAT_PHASE(rad)       FINISH_TIME(a.u.)    ENERGY_ERROR(%)      NORM_ERROR(%)    LOOPS   OSCIL
   0   0.00000000E+00      0.31415927E+01      -0.62308036E+02        0.28613479E+05      0.49240039E-04      0.49968687E-06       0       0
   1   0.14291622E+00      0.30326049E+01      -0.59220937E+02        0.28613479E+05      0.34193140E-04      0.49300151E-06       0       0
   2   0.28583244E+00      0.29529142E+01      -0.56228177E+02        0.28622140E+05      0.33060745E-04      0.47988173E-06       0       0
   3   0.42874865E+00      0.28749585E+01      -0.53314241E+02        0.28622140E+05      0.45212226E-04      0.46082093E-06       0       0
   4   0.57166487E+00      0.27977047E+01      -0.50477909E+02        0.28622140E+05      0.80943440E-04      0.43655844E-06       0       0
   5   0.71458109E+00      0.27209218E+01      -0.47718596E+02        0.28630800E+05      0.69767401E-04      0.40796767E-06       0       0
   6   0.85749731E+00      0.26445480E+01      -0.45035861E+02        0.28630800E+05      0.61976230E-04      0.37606606E-06       0       0
   7   0.10004135E+01      0.25685709E+01      -0.42429302E+02        0.28639460E+05      0.10600343E-03      0.34192855E-06       0       0
   8   0.11433297E+01      0.24929942E+01      -0.39898519E+02        0.28648120E+05      0.15612898E-03      0.30660291E-06       0       0
   9   0.12862460E+01      0.24178209E+01      -0.37443111E+02        0.28656781E+05      0.25759060E-03      0.27113483E-06       0       0
  10   0.14291622E+01      0.23430494E+01      -0.35062676E+02        0.28665441E+05      0.37036502E-03      0.25350320E-06       0       0
  11   0.15720784E+01      0.22686681E+01      -0.32756818E+02        0.28674101E+05      0.48989122E-03      0.24906779E-06       0       0
  12   0.17149946E+01      0.21946563E+01      -0.30525155E+02        0.28691422E+05      0.57302758E-03      0.24365487E-06       0       0
  13   0.18579108E+01      0.21209912E+01      -0.28367332E+02        0.28708742E+05      0.67365790E-03      0.23706603E-06       0       0
  14   0.20008270E+01      0.20477220E+01      -0.26282975E+02        0.28726063E+05      0.77914599E-03      0.22887117E-06       0       0
  15   0.21437433E+01      0.19747861E+01      -0.24271721E+02        0.28743383E+05      0.88427752E-03      0.21851121E-06       0       0
  16   0.22866595E+01      0.19011205E+01      -0.22333768E+02        0.28778024E+05      0.99128243E-03      0.20586088E-06       0       0
  17   0.24295757E+01      0.18265202E+01      -0.20469947E+02        0.28829986E+05      0.10995358E-02      0.19093431E-06       0       0
  18   0.25724919E+01      0.17507755E+01      -0.18681299E+02        0.28890607E+05      0.12085419E-02      0.17402004E-06       0       0
  19   0.27154081E+01      0.16736628E+01      -0.16969080E+02        0.28977210E+05      0.13156744E-02      0.15563066E-06       0       0
  20   0.28583244E+01      0.15949607E+01      -0.15334769E+02        0.29072473E+05      0.14281832E-02      0.13650303E-06       0       0
  21   0.30012406E+01      0.15145168E+01      -0.13780030E+02        0.29176396E+05      0.15374233E-02      0.11761512E-06       0       0
  22   0.31441568E+01      0.14326493E+01      -0.12306447E+02        0.29306300E+05      0.16306470E-02      0.10008068E-06       0       0
  23   0.32870730E+01      0.13505651E+01      -0.10914840E+02        0.29427543E+05      0.16700204E-02      0.84532759E-07       0       0
  24   0.34299892E+01      0.12688420E+01      -0.96051360E+01        0.29557447E+05      0.16300231E-02      0.70949935E-07       0       0
  25   0.35729054E+01      0.11880083E+01      -0.83767109E+01        0.29687351E+05      0.14992407E-02      0.59126903E-07       0       0
  26   0.37158217E+01      0.11084264E+01      -0.72284935E+01        0.29808594E+05      0.12847288E-02      0.48751270E-07       0       0
  27   0.38587379E+01      0.10293017E+01      -0.61596295E+01        0.29938498E+05      0.10284045E-02      0.39431280E-07       0       0
  28   0.40016541E+01      0.94926399E+00      -0.51703467E+01        0.30077062E+05      0.77793007E-03      0.31094194E-07       0       0
  29   0.41445703E+01      0.86824391E+00      -0.42615927E+01        0.30232947E+05      0.55193886E-03      0.23867264E-07       0       0
  30   0.42874865E+01      0.78654960E+00      -0.34341960E+01        0.30406152E+05      0.36411411E-03      0.17840884E-07       0       0
  31   0.44304027E+01      0.70536108E+00      -0.26882406E+01        0.30579357E+05      0.22353435E-03      0.13023804E-07       0       0
  32   0.45733190E+01      0.62554425E+00      -0.20227880E+01        0.30761222E+05      0.22997123E-03      0.92729824E-08       0       0
  33   0.47162352E+01      0.54743310E+00      -0.14362993E+01        0.30943088E+05      0.22614663E-03      0.64054317E-08       0       0
